customer_id,brand_id,snapshot_date,cohort_month,first_order_date,last_order_date,days_since_last_order,total_orders,orders_last_90d,orders_last_30d,total_revenue,avg_order_value,return_rate,acquisition_channel,acquisition_campaign,cac,ltv_12m,ltv_cac_ratio,discount_orders_share,avg_discount_pct,discount_dependency_index,top_category,price_band_preference,lifecycle_stage,active_30d,active_90d,churn_flag,email_opt_in,region,r_score,f_score,m_score
C0100,brand_a,11/1/2025,11/1/2024,11/26/2024,10/12/2025,20,3,3,3,300.25,100.08,0.031,Meta Ads,Meta_Retargeting,21.67,363.99,16.8,0.397,0.307,0.122,Supplements,High,Active,TRUE,TRUE,FALSE,TRUE,UK,5,3,5
C0101,brand_b,11/1/2025,7/1/2025,7/28/2025,10/7/2025,25,1,1,1,179.7,179.7,0.089,Google Ads,Generic_Search,39.62,174.29,4.4,0.195,0.246,0.048,Home Decor,Premium,New,TRUE,TRUE,FALSE,TRUE,UK,5,1,4
C0102,brand_b,11/1/2025,10/1/2024,10/26/2024,4/5/2025,210,4,0,0,213.05,53.26,0.027,Influencer,IG_Influencer_Spring,51.41,189.23,3.68,0.646,0.246,0.159,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,3,4,4
C0103,brand_a,11/1/2025,2/1/2025,2/22/2025,11/1/2025,0,1,1,1,52.48,52.48,0.032,Influencer,IG_Influencer_Spring,34.24,58.96,1.72,0.575,0.299,0.172,Skincare,Mid,New,TRUE,TRUE,FALSE,TRUE,CA,5,1,1
C0104,brand_a,11/1/2025,11/1/2023,11/10/2023,10/2/2024,395,5,0,0,248.11,49.62,0.193,Organic,SEO_Blog,11.55,267.19,23.13,0.026,0.288,0.007,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,CA,2,5,4
C0105,brand_a,11/1/2025,10/1/2023,10/27/2023,1/13/2025,292,3,0,0,333.46,111.15,0.025,Meta Ads,Meta_BF_Sale,32.72,347.04,10.61,0.303,0.108,0.033,Skincare,High,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,2,3,5
C0106,brand_b,11/1/2025,10/1/2024,10/21/2024,2/10/2025,264,3,0,0,121.54,40.51,0.292,Meta Ads,Meta_Prospecting,28.92,118.56,4.1,0.297,0.299,0.089,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,3,3,3
C0107,brand_c,11/1/2025,7/1/2024,7/24/2024,11/22/2024,344,1,0,0,57.72,57.72,0.131,Referral,Referral_VIP,14.39,63.77,4.43,0.461,0.068,0.031,Apparel,Mid,Churned,FALSE,FALSE,TRUE,FALSE,IN,2,1,1
C0108,brand_b,11/1/2025,6/1/2025,6/3/2025,6/28/2025,126,1,0,0,17.21,17.21,0.254,Google Ads,Brand_Search,25.33,20.37,0.8,0.468,0.337,0.158,Apparel,Low,At-risk,FALSE,FALSE,FALSE,TRUE,AU,4,1,1
C0109,brand_c,11/1/2025,12/1/2023,12/6/2023,2/6/2024,634,2,0,0,145.85,72.92,0.038,Organic,SEO_Landing,2.27,133.96,59.01,0.387,0.104,0.04,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,1,2,3
C0110,brand_a,11/1/2025,10/1/2023,10/22/2023,2/16/2025,258,2,0,0,122.17,61.08,0.229,Meta Ads,Meta_Retargeting,32,150.53,4.7,0.512,0.092,0.047,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,3,2,3
C0111,brand_a,11/1/2025,2/1/2024,2/3/2024,7/16/2025,108,1,0,0,110.98,110.98,0.064,Google Ads,Generic_Search,41.32,126.4,3.06,0.277,0.342,0.095,Supplements,High,At-risk,FALSE,FALSE,FALSE,TRUE,EU_Other,4,1,2
C0112,brand_a,11/1/2025,2/1/2024,2/6/2024,9/6/2025,56,2,1,0,55.71,27.86,0.074,Organic,SEO_Blog,0.08,87.64,1095.5,0.161,0.269,0.043,Accessories,Low,Active,FALSE,TRUE,FALSE,TRUE,IN,5,2,1
C0113,brand_a,11/1/2025,3/1/2025,3/7/2025,6/13/2025,141,7,0,0,508.6,72.66,0.172,Meta Ads,Meta_Retargeting,31.72,512.22,16.15,0.64,0.102,0.065,Apparel,Mid,At-risk,FALSE,FALSE,FALSE,FALSE,AU,4,5,5
C0114,brand_c,11/1/2025,3/1/2024,3/31/2024,7/3/2024,486,1,0,0,133.38,133.38,0.111,Meta Ads,Meta_Retargeting,35.75,111.92,3.13,0.631,0.07,0.044,Home Decor,High,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,1,1,3
C0115,brand_a,11/1/2025,5/1/2023,5/9/2023,5/17/2025,168,3,0,0,103.34,34.45,0.166,Google Ads,Brand_Search,30.82,116.27,3.77,0.309,0.313,0.097,Apparel,Low,At-risk,FALSE,FALSE,FALSE,TRUE,EU_Other,3,3,2
C0116,brand_b,11/1/2025,12/1/2023,12/29/2023,7/13/2024,476,3,0,0,165.55,55.18,0.279,Referral,Referral_VIP,12.13,200.94,16.57,0.057,0.206,0.012,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,1,3,3
C0117,brand_b,11/1/2025,4/1/2023,4/28/2023,10/16/2024,381,3,0,0,456.2,152.07,0.024,Meta Ads,Meta_Prospecting,33.69,375.72,11.15,0.587,0.143,0.084,Skincare,High,Churned,FALSE,FALSE,TRUE,TRUE,CA,2,3,5
C0118,brand_b,11/1/2025,8/1/2023,8/1/2023,12/25/2024,311,2,0,0,86.58,43.29,0.234,Meta Ads,Meta_Prospecting,18.05,71.04,3.94,0.619,0.244,0.151,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,2,2,2
C0119,brand_a,11/1/2025,8/1/2023,8/19/2023,9/11/2024,416,3,0,0,84.31,28.1,0.057,Influencer,TikTok_Creator_Summer,34.04,77.7,2.28,0.475,0.246,0.117,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,UK,2,3,2
C0120,brand_c,11/1/2025,2/1/2023,2/14/2023,6/24/2023,861,3,0,0,158.24,52.75,0.015,Influencer,TikTok_Creator_Summer,87.43,96.85,1.11,0.774,0.095,0.074,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,AU,1,3,3
C0121,brand_c,11/1/2025,7/1/2024,7/31/2024,9/10/2024,417,1,0,0,125.26,125.26,0.052,Google Ads,Brand_Search,59.92,117.22,1.96,0.625,0.343,0.214,Home Decor,High,Churned,FALSE,FALSE,TRUE,TRUE,IN,2,1,3
C0122,brand_a,11/1/2025,2/1/2024,2/9/2024,10/22/2024,375,2,0,0,274.09,137.04,0.046,Influencer,IG_Influencer_Spring,41.28,345.85,8.38,0.798,0.304,0.242,Supplements,High,Churned,FALSE,FALSE,TRUE,TRUE,CA,2,2,4
C0123,brand_a,11/1/2025,6/1/2023,6/25/2023,12/7/2024,329,2,0,0,257.18,128.59,0.054,Meta Ads,Meta_BF_Sale,24.12,210.54,8.73,0.646,0.059,0.038,Skincare,High,Churned,FALSE,FALSE,TRUE,TRUE,UK,2,2,4
C0124,brand_b,11/1/2025,6/1/2023,6/10/2023,12/3/2024,333,6,0,0,223.65,37.28,0.124,Meta Ads,Meta_Prospecting,33.44,236.78,7.08,0.295,0.33,0.097,Home Decor,Mid,Churned,FALSE,FALSE,TRUE,TRUE,AU,2,5,4
C0125,brand_c,11/1/2025,4/1/2023,4/13/2023,10/15/2023,748,2,0,0,103.33,51.66,0.028,Meta Ads,Meta_Retargeting,39.15,81.1,2.07,0.635,0.177,0.112,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,UK,1,2,2
C0126,brand_c,11/1/2025,4/1/2024,4/1/2024,10/21/2024,376,3,0,0,50.51,16.84,0.226,Organic,SEO_Landing,14.11,29.14,2.07,0.189,0.061,0.011,Apparel,Low,Churned,FALSE,FALSE,TRUE,TRUE,IN,2,3,1
C0127,brand_a,11/1/2025,10/1/2024,10/31/2024,4/12/2025,203,3,0,0,362.48,120.83,0.123,Influencer,IG_Influencer_Spring,68.52,459.99,6.71,0.794,0.058,0.046,Home Decor,High,Churned,FALSE,FALSE,TRUE,TRUE,IN,3,3,5
C0128,brand_b,11/1/2025,9/1/2024,9/18/2024,7/9/2025,115,3,0,0,338.16,112.72,0.062,Organic,SEO_Blog,3.96,406.5,102.65,0.109,0.066,0.007,Skincare,High,At-risk,FALSE,FALSE,FALSE,FALSE,AU,4,3,5
C0129,brand_c,11/1/2025,9/1/2023,9/9/2023,5/31/2024,519,1,0,0,66.53,66.53,0.036,Meta Ads,Meta_BF_Sale,35.51,69.77,1.96,0.698,0.209,0.146,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,UK,1,1,2
C0130,brand_a,11/1/2025,9/1/2023,9/30/2023,10/12/2025,20,6,4,1,458.01,76.33,0.024,Organic,Direct_Organic,1.9,708.5,372.89,0.063,0.123,0.008,Supplements,High,Active,TRUE,TRUE,FALSE,TRUE,AU,5,5,5
C0131,brand_b,11/1/2025,8/1/2024,8/15/2024,3/20/2025,226,2,0,0,52.52,26.26,0.144,Organic,SEO_Blog,14.55,57.61,3.96,0.146,0.087,0.013,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,IN,3,2,1
C0132,brand_a,11/1/2025,7/1/2023,7/21/2023,8/12/2025,81,5,3,0,98.2,19.64,0.141,Meta Ads,Meta_Retargeting,31.2,131.89,4.23,0.504,0.332,0.167,Accessories,Low,Active,FALSE,TRUE,FALSE,TRUE,AU,4,5,2
C0133,brand_b,11/1/2025,7/1/2023,7/21/2023,10/29/2023,734,2,0,0,140.34,70.17,0.073,Influencer,TikTok_Creator_Summer,43.43,86.69,2,0.658,0.261,0.172,Home Decor,Mid,Churned,FALSE,FALSE,TRUE,FALSE,IN,1,2,3
C0134,brand_c,11/1/2025,6/1/2024,6/11/2024,11/22/2024,344,1,0,0,71.37,71.37,0.068,Referral,Referral_Program,19.32,62.99,3.26,0.297,0.208,0.062,Skincare,Mid,Churned,FALSE,FALSE,TRUE,FALSE,CA,2,1,2
C0135,brand_c,11/1/2025,11/1/2024,11/25/2024,12/31/2024,305,1,0,0,134.87,134.87,0.063,Google Ads,Shopping_Campaign,53.24,68.93,1.29,0.484,0.167,0.081,Skincare,High,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,2,1,3
C0136,brand_a,11/1/2025,9/1/2023,9/3/2023,7/31/2024,458,2,0,0,281.77,140.88,0.082,Meta Ads,Meta_Prospecting,18.9,381.82,20.2,0.328,0.241,0.079,Skincare,High,Churned,FALSE,FALSE,TRUE,TRUE,UK,1,2,4
C0137,brand_a,11/1/2025,2/1/2023,2/21/2023,8/30/2025,63,2,1,0,284.71,142.35,0.053,Google Ads,Shopping_Campaign,32.38,308.77,9.54,0.484,0.185,0.09,Supplements,High,Active,FALSE,TRUE,FALSE,TRUE,IN,5,2,4
C0138,brand_a,11/1/2025,2/1/2024,2/1/2024,1/6/2025,299,6,0,0,642.07,107.01,0.086,Referral,Referral_Program,15.61,899.97,57.65,0.09,0.156,0.014,Skincare,High,Churned,FALSE,FALSE,TRUE,TRUE,IN,2,5,5
C0139,brand_b,11/1/2025,5/1/2025,5/22/2025,8/22/2025,71,1,1,0,68.47,68.47,0.271,Organic,SEO_Landing,5.21,79.05,15.17,0.171,0.198,0.034,Apparel,High,Active,FALSE,TRUE,FALSE,FALSE,EU_Other,4,1,2
C0140,brand_b,11/1/2025,6/1/2024,6/23/2024,4/13/2025,202,3,0,0,671.25,223.75,0.062,Influencer,TikTok_Creator_Summer,37.27,478.31,12.83,0.588,0.307,0.18,Home Decor,Premium,Churned,FALSE,FALSE,TRUE,FALSE,CA,3,3,5
C0141,brand_a,11/1/2025,10/1/2025,10/28/2025,10/30/2025,2,6,3,3,138.27,23.04,0.285,Organic,Direct_Organic,4.65,185.46,39.88,0.154,0.315,0.049,Apparel,Low,Active,TRUE,TRUE,FALSE,FALSE,CA,5,5,3
C0142,brand_a,11/1/2025,2/1/2024,2/19/2024,7/14/2025,110,2,0,0,60.19,30.1,0.024,Referral,Referral_VIP,15.06,76.91,5.11,0.391,0.232,0.091,Supplements,Mid,At-risk,FALSE,FALSE,FALSE,FALSE,AU,4,2,1
C0143,brand_c,11/1/2025,11/1/2023,11/14/2023,7/19/2024,470,5,0,0,183.59,36.72,0.065,Influencer,TikTok_Creator_Summer,47.42,129.58,2.73,0.688,0.224,0.154,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,1,5,4
C0144,brand_b,11/1/2025,9/1/2025,9/6/2025,9/22/2025,40,1,1,0,35.35,35.35,0.225,Meta Ads,Meta_Retargeting,24.83,35.21,1.42,0.297,0.285,0.085,Apparel,Mid,Active,FALSE,TRUE,FALSE,TRUE,IN,5,1,1
C0145,brand_b,11/1/2025,8/1/2025,8/22/2025,10/1/2025,31,1,1,0,58.85,58.85,0.078,Meta Ads,Meta_Prospecting,36.78,63.81,1.73,0.289,0.194,0.056,Skincare,Mid,Active,FALSE,TRUE,FALSE,TRUE,UK,5,1,1
C0146,brand_b,11/1/2025,9/1/2024,9/4/2024,4/15/2025,200,1,0,0,93.49,93.49,0.016,Meta Ads,Meta_BF_Sale,21.56,79.71,3.7,0.537,0.327,0.176,Supplements,High,Churned,FALSE,FALSE,TRUE,TRUE,UK,3,1,2
C0147,brand_b,11/1/2025,4/1/2025,4/28/2025,6/20/2025,134,2,0,0,248.63,124.32,0.151,Meta Ads,Meta_BF_Sale,26.55,231.8,8.73,0.608,0.07,0.043,Home Decor,High,At-risk,FALSE,FALSE,FALSE,TRUE,UK,4,2,4
C0148,brand_a,11/1/2025,7/1/2025,7/27/2025,10/23/2025,9,3,2,2,165.71,55.24,0.037,Meta Ads,Meta_Retargeting,27.17,144.21,5.31,0.645,0.184,0.119,Skincare,Mid,Active,TRUE,TRUE,FALSE,TRUE,CA,5,3,3
C0149,brand_b,11/1/2025,10/1/2025,10/4/2025,10/13/2025,19,4,2,1,655.82,163.96,0.028,Referral,Referral_VIP,7.67,568.34,74.1,0.123,0.343,0.042,Supplements,High,Active,TRUE,TRUE,FALSE,FALSE,US,5,4,5
C0150,brand_c,11/1/2025,2/1/2023,2/10/2023,1/13/2024,658,3,0,0,389.26,129.75,0.078,Referral,Referral_Program,18.61,331.18,17.8,0.503,0.242,0.122,Home Decor,High,Churned,FALSE,FALSE,TRUE,TRUE,AU,1,3,5
C0151,brand_a,11/1/2025,6/1/2025,6/7/2025,8/7/2025,86,1,1,0,122.71,122.71,0.032,Meta Ads,Meta_Retargeting,31.67,128.51,4.06,0.495,0.171,0.085,Supplements,High,Active,FALSE,TRUE,FALSE,TRUE,US,4,1,3
C0152,brand_b,11/1/2025,10/1/2025,10/16/2025,10/22/2025,10,5,1,1,352.98,70.6,0.01,Meta Ads,Meta_Prospecting,31.96,413.8,12.95,0.26,0.225,0.059,Skincare,Mid,Active,TRUE,TRUE,FALSE,TRUE,UK,5,5,5
C0153,brand_a,11/1/2025,5/1/2023,5/5/2023,10/28/2025,4,1,1,1,19.94,19.94,0.15,Influencer,IG_Influencer_Spring,66.4,15.29,0.23,0.663,0.322,0.214,Accessories,Low,New,TRUE,TRUE,FALSE,TRUE,EU_Other,5,1,1
C0154,brand_a,11/1/2025,6/1/2025,6/27/2025,10/21/2025,11,6,2,1,499.88,83.31,0.039,Google Ads,Shopping_Campaign,23.09,507.49,21.98,0.336,0.274,0.092,Supplements,Mid,Active,TRUE,TRUE,FALSE,TRUE,AU,5,5,5
C0155,brand_b,11/1/2025,7/1/2024,7/26/2024,12/1/2024,335,7,0,0,526.14,75.16,0.069,Meta Ads,Meta_Prospecting,18.07,540.37,29.9,0.635,0.078,0.05,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,AU,2,5,5
C0156,brand_a,11/1/2025,1/1/2024,1/27/2024,7/25/2025,99,3,0,0,200.35,66.78,0.028,Google Ads,Brand_Search,26.53,196.62,7.41,0.33,0.318,0.105,Supplements,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,UK,4,3,4
C0157,brand_b,11/1/2025,7/1/2023,7/20/2023,5/9/2025,176,3,0,0,241.91,80.64,0.142,Meta Ads,Meta_Retargeting,36.48,187.99,5.15,0.605,0.144,0.087,Accessories,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,UK,3,3,4
C0158,brand_c,11/1/2025,6/1/2024,6/15/2024,8/20/2024,438,1,0,0,32.09,32.09,0.254,Referral,Referral_VIP,8.29,19.13,2.31,0.418,0.246,0.103,Apparel,Mid,Churned,FALSE,FALSE,TRUE,FALSE,UK,1,1,1
C0159,brand_b,11/1/2025,8/1/2023,8/16/2023,5/8/2024,542,3,0,0,191.83,63.94,0.171,Meta Ads,Meta_BF_Sale,34.8,185.65,5.33,0.569,0.269,0.153,Home Decor,Mid,Churned,FALSE,FALSE,TRUE,TRUE,CA,1,3,4
C0160,brand_a,11/1/2025,1/1/2025,1/17/2025,9/17/2025,45,5,2,0,727.72,145.54,0.091,Influencer,IG_Influencer_Spring,69.14,679.85,9.83,0.769,0.262,0.201,Home Decor,High,Active,FALSE,TRUE,FALSE,TRUE,CA,5,5,5
C0161,brand_a,11/1/2025,7/1/2025,7/22/2025,9/18/2025,44,1,1,0,114.56,114.56,0.196,Referral,Referral_Program,12.07,194.83,16.14,0.183,0.221,0.04,Home Decor,High,Active,FALSE,TRUE,FALSE,TRUE,US,5,1,2
C0162,brand_b,11/1/2025,1/1/2023,1/3/2023,1/11/2024,660,2,0,0,50.98,25.49,0.118,Organic,SEO_Landing,13.25,62.11,4.69,0.197,0.125,0.025,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,1,2,1
C0163,brand_b,11/1/2025,7/1/2025,7/5/2025,7/22/2025,102,2,0,0,230.31,115.16,0.098,Meta Ads,Meta_Prospecting,23.46,223.33,9.52,0.389,0.217,0.084,Home Decor,Premium,At-risk,FALSE,FALSE,FALSE,TRUE,IN,4,2,4
C0164,brand_a,11/1/2025,3/1/2025,3/27/2025,10/18/2025,14,5,3,3,387.36,77.47,0.047,Organic,SEO_Blog,9.76,446.18,45.72,0.061,0.188,0.011,Skincare,Mid,Active,TRUE,TRUE,FALSE,TRUE,EU_Other,5,5,5
C0165,brand_b,11/1/2025,5/1/2024,5/20/2024,5/16/2025,169,1,0,0,109.45,109.45,0.083,Meta Ads,Meta_BF_Sale,35.16,134.49,3.83,0.456,0.1,0.046,Skincare,High,At-risk,FALSE,FALSE,FALSE,TRUE,UK,3,1,2
C0166,brand_c,11/1/2025,2/1/2025,2/28/2025,5/25/2025,160,5,0,0,128.55,25.71,0.128,Influencer,IG_Influencer_Spring,68.32,61.2,0.9,0.708,0.099,0.07,Accessories,Low,At-risk,FALSE,FALSE,FALSE,TRUE,US,3,5,3
C0167,brand_a,11/1/2025,3/1/2023,3/25/2023,6/9/2024,510,2,0,0,119.86,59.93,0.249,Organic,SEO_Blog,8.14,160.23,19.68,0.183,0.077,0.014,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,IN,1,2,3
C0168,brand_c,11/1/2025,3/1/2024,3/4/2024,8/12/2024,446,2,0,0,253.96,126.98,0.179,Referral,Referral_VIP,7.6,257.91,33.94,0.286,0.266,0.076,Home Decor,High,Churned,FALSE,FALSE,TRUE,TRUE,CA,1,2,4
C0169,brand_b,11/1/2025,1/1/2024,1/3/2024,12/31/2024,305,2,0,0,89.08,44.54,0.066,Meta Ads,Meta_BF_Sale,24.08,80.09,3.33,0.617,0.126,0.078,Accessories,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,2,2,2
C0170,brand_b,11/1/2025,2/1/2025,2/8/2025,6/30/2025,124,6,0,0,271.64,45.27,0.098,Google Ads,Generic_Search,24.15,299.26,12.39,0.463,0.152,0.07,Home Decor,Mid,At-risk,FALSE,FALSE,FALSE,FALSE,AU,4,5,4
C0171,brand_b,11/1/2025,8/1/2025,8/1/2025,9/11/2025,51,1,1,0,39.65,39.65,0.271,Google Ads,Generic_Search,28.7,37.32,1.3,0.447,0.204,0.091,Apparel,Mid,Active,FALSE,TRUE,FALSE,TRUE,IN,5,1,1
C0172,brand_a,11/1/2025,12/1/2023,12/26/2023,6/1/2025,153,3,0,0,193.24,64.41,0.145,Meta Ads,Meta_BF_Sale,33.87,234.5,6.92,0.479,0.191,0.091,Accessories,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,IN,3,3,4
C0173,brand_c,11/1/2025,3/1/2025,3/5/2025,4/13/2025,202,1,0,0,146.13,146.13,0.069,Organic,SEO_Landing,0.56,158.8,283.57,0.339,0.167,0.057,Supplements,High,Churned,FALSE,FALSE,TRUE,TRUE,IN,3,1,3
C0174,brand_c,11/1/2025,6/1/2024,6/7/2024,2/12/2025,262,4,0,0,277.33,69.33,0.044,Google Ads,Brand_Search,43.09,172.02,3.99,0.526,0.23,0.121,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,UK,3,4,4
C0175,brand_c,11/1/2025,4/1/2024,4/15/2024,8/7/2024,451,1,0,0,117.19,117.19,0.015,Google Ads,Shopping_Campaign,43.96,105.5,2.4,0.388,0.285,0.111,Skincare,High,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,1,1,3
C0176,brand_a,11/1/2025,11/1/2023,11/2/2023,5/1/2025,184,7,0,0,417.94,59.71,0.05,Google Ads,Generic_Search,27,459.26,17.01,0.321,0.186,0.06,Supplements,Mid,Churned,FALSE,FALSE,TRUE,TRUE,US,3,5,5
C0177,brand_a,11/1/2025,8/1/2025,8/20/2025,10/8/2025,24,6,3,1,922.29,153.72,0.066,Influencer,IG_Influencer_Spring,63.16,1028.6,16.29,0.71,0.308,0.219,Skincare,High,Active,TRUE,TRUE,FALSE,TRUE,IN,5,5,5
C0178,brand_a,11/1/2025,8/1/2024,8/3/2024,3/7/2025,239,3,0,0,57.69,19.23,0.131,Google Ads,Generic_Search,34.66,69.34,2,0.254,0.149,0.038,Accessories,Low,Churned,FALSE,FALSE,TRUE,FALSE,CA,3,3,1
C0179,brand_a,11/1/2025,8/1/2024,8/26/2024,10/22/2025,10,1,1,1,31.06,31.06,0.124,Referral,Referral_Program,7.14,39.44,5.52,0.18,0.107,0.019,Accessories,Low,New,TRUE,TRUE,FALSE,TRUE,US,5,1,1
C0180,brand_a,11/1/2025,6/1/2023,6/27/2023,6/24/2025,130,7,0,0,809.55,115.65,0.092,Referral,Referral_VIP,10.86,1301.34,119.83,0.321,0.192,0.062,Home Decor,High,At-risk,FALSE,FALSE,FALSE,TRUE,UK,4,5,5
C0181,brand_b,11/1/2025,1/1/2025,1/11/2025,5/21/2025,164,3,0,0,384.42,128.14,0.099,Meta Ads,Meta_Prospecting,18.51,398.29,21.52,0.288,0.259,0.075,Home Decor,High,At-risk,FALSE,FALSE,FALSE,TRUE,AU,3,3,5
C0182,brand_a,11/1/2025,4/1/2023,4/10/2023,9/23/2024,404,3,0,0,179.36,59.79,0.085,Influencer,TikTok_Creator_Summer,32.23,174.32,5.41,0.508,0.253,0.128,Skincare,Mid,Churned,FALSE,FALSE,TRUE,FALSE,IN,2,3,3
C0183,brand_a,11/1/2025,7/1/2025,7/28/2025,10/20/2025,12,3,3,3,226.25,75.42,0.063,Organic,SEO_Blog,9.92,313.63,31.62,0.096,0.234,0.023,Skincare,Mid,Active,TRUE,TRUE,FALSE,TRUE,IN,5,3,4
C0184,brand_c,11/1/2025,7/1/2023,7/1/2023,6/9/2024,510,1,0,0,69.84,69.84,0.043,Meta Ads,Meta_Prospecting,26.15,54.53,2.09,0.493,0.235,0.116,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,1,1,2
C0185,brand_b,11/1/2025,10/1/2024,10/31/2024,3/13/2025,233,1,0,0,26.07,26.07,0.145,Referral,Referral_VIP,19.53,28.03,1.44,0.083,0.339,0.028,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,3,1,1
C0186,brand_c,11/1/2025,10/1/2025,10/18/2025,10/20/2025,12,2,1,1,155.33,77.67,0.215,Influencer,TikTok_Creator_Summer,61.34,105.95,1.73,0.987,0.129,0.128,Apparel,Mid,Active,TRUE,TRUE,FALSE,TRUE,UK,5,2,3
C0187,brand_a,11/1/2025,12/1/2024,12/19/2024,7/25/2025,99,1,0,0,80.27,80.27,0.042,Influencer,TikTok_Creator_Summer,59.8,75.38,1.26,0.584,0.327,0.191,Supplements,Mid,At-risk,FALSE,FALSE,FALSE,TRUE,AU,4,1,2
C0188,brand_b,11/1/2025,2/1/2023,2/27/2023,6/19/2024,500,3,0,0,79.59,26.53,0.168,Referral,Referral_VIP,11.94,103.87,8.7,0.129,0.205,0.027,Accessories,Low,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,1,3,2
C0189,brand_c,11/1/2025,3/1/2023,3/25/2023,1/5/2024,666,5,0,0,125.34,25.07,0.292,Referral,Referral_VIP,13.37,109.93,8.22,0.406,0.126,0.051,Apparel,Low,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,1,5,3
C0190,brand_b,11/1/2025,2/1/2024,2/1/2024,3/6/2025,240,3,0,0,78.28,26.09,0.153,Meta Ads,Meta_Retargeting,32.69,83.69,2.56,0.482,0.252,0.121,Apparel,Low,Churned,FALSE,FALSE,TRUE,TRUE,IN,3,3,2
C0191,brand_a,11/1/2025,3/1/2023,3/9/2023,1/4/2024,667,3,0,0,153.73,51.24,0.062,Referral,Referral_VIP,12.95,199.92,15.44,0.355,0.228,0.081,Skincare,Mid,Churned,FALSE,FALSE,TRUE,FALSE,IN,1,3,3
C0192,brand_b,11/1/2025,11/1/2024,11/23/2024,3/28/2025,218,4,0,0,456.77,114.19,0.191,Meta Ads,Meta_Retargeting,37.29,323.52,8.68,0.61,0.219,0.134,Home Decor,Premium,Churned,FALSE,FALSE,TRUE,TRUE,IN,3,4,5
C0193,brand_a,11/1/2025,6/1/2023,6/15/2023,3/30/2025,216,4,0,0,273.89,68.47,0.287,Influencer,TikTok_Creator_Summer,34.92,288.73,8.27,0.738,0.337,0.249,Apparel,Mid,Churned,FALSE,FALSE,TRUE,TRUE,AU,3,4,4
C0194,brand_b,11/1/2025,6/1/2025,6/26/2025,9/14/2025,48,3,3,0,319,106.33,0.107,Google Ads,Brand_Search,36.18,308.64,8.53,0.436,0.343,0.15,Home Decor,High,Active,FALSE,TRUE,FALSE,TRUE,IN,5,3,5
C0195,brand_a,11/1/2025,7/1/2023,7/25/2023,6/8/2025,146,1,0,0,70.16,70.16,0.05,Influencer,IG_Influencer_Spring,56.11,52.36,0.93,0.702,0.124,0.087,Skincare,Mid,At-risk,FALSE,FALSE,FALSE,FALSE,CA,4,1,2
C0196,brand_b,11/1/2025,2/1/2023,2/25/2023,9/14/2024,413,1,0,0,78.09,78.09,0.07,Meta Ads,Meta_Retargeting,32.3,86.71,2.68,0.601,0.253,0.152,Skincare,Mid,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,2,1,2
C0197,brand_a,11/1/2025,12/1/2023,12/11/2023,2/6/2025,268,2,0,0,96.98,48.49,0.17,Organic,SEO_Landing,8.44,124.01,14.69,0.238,0.148,0.035,Accessories,Mid,Churned,FALSE,FALSE,TRUE,TRUE,AU,2,2,2
C0198,brand_b,11/1/2025,10/1/2023,10/2/2023,7/27/2024,462,1,0,0,106.04,106.04,0.138,Influencer,TikTok_Creator_Summer,51.55,106.24,2.06,0.783,0.177,0.138,Home Decor,High,Churned,FALSE,FALSE,TRUE,TRUE,CA,1,1,2
C0199,brand_b,11/1/2025,5/1/2023,5/4/2023,3/7/2024,604,1,0,0,207.46,207.46,0.101,Meta Ads,Meta_Retargeting,18.68,174.61,9.35,0.321,0.114,0.036,Home Decor,Premium,Churned,FALSE,FALSE,TRUE,TRUE,EU_Other,1,1,4
